"name","area"
"Славянский мкр","((57.2529394375234,65.5101625703996),(57.251090218314,65.5099694513505),(57.2512414158395,65.5058281206316),(57.2478218735644,65.5053131365008),(57.2474263957449,65.5136816286272),(57.2528696573777,65.5142395281023),(57.2529394375234,65.5101625703996))"
"Слобода-Бешкиль с.","((56.5342384401214,65.8350561445064),(56.5356612338111,65.8348844831295),(56.5402138129465,65.8284471814937),(56.5398818726258,65.8247564618892),(56.5403086525015,65.820035774023),(56.5403560721896,65.8175466840572),(56.5393128252783,65.8150575940914),(56.5367045817282,65.8173750226803),(56.5353529663938,65.8217094724483),(56.5351395490257,65.8244131391353),(56.5345230031586,65.8243273084469),(56.5343332947104,65.8271597211666),(56.5338590194156,65.8275888746089),(56.5332424526172,65.827245551855),(56.5332898811902,65.8250997846431),(56.5323887281044,65.8237264936275),(56.5309658109791,65.8228681867428),(56.5291159384754,65.8267305677242),(56.5283569901749,65.8328245466059),(56.5288313346546,65.8359144513912),(56.5292582395807,65.842008430273),(56.5289736368334,65.845613319189),(56.5280249455028,65.8475015943355),(56.5268864844167,65.8488748853511),(56.5270762303167,65.8518789594478),(56.5279775103101,65.8548830335445),(56.5278826397457,65.8561704938716),(56.5270762303167,65.8577154462642),(56.5267441743656,65.860376197607),(56.5281198157094,65.8618353193111),(56.5301594674502,65.8676718061275),(56.5308709479291,65.8721350019283),(56.5349498436785,65.8736799543208),(56.5352818274101,65.8755682294674),(56.5368468542161,65.874795753271),(56.5365148842595,65.8738516156978),(56.5371788212509,65.8734224622554),(56.5381272823927,65.873336631567),(56.540118973153,65.8714483564205),(56.5399767130155,65.8692167585201),(56.540024133121,65.8681009595699),(56.5397396115939,65.8667276685543),(56.539123140921,65.8668993299312),(56.5383643939513,65.8656977002925),(56.5384592381573,65.8644102399654),(56.5378901693433,65.8604620282955),(56.5386489258538,65.8560846631832),(56.5344281490538,65.8523081128902),(56.5346178570249,65.8453558271236),(56.5341435853081,65.8448408429927),(56.5342384401214,65.8350561445064))"
"СМП","((57.1927452204832,65.5789093089043),(57.1911026631585,65.5744353842675),(57.1882011207816,65.5773746290852),(57.1880839384551,65.5774170881667),(57.1842610028058,65.5814502179997),(57.1861032901931,65.5858177668013),(57.187595965605,65.590936334127),(57.1922093587657,65.5862692904411),(57.1935373495603,65.5849442791877),(57.1945507839749,65.5837265562949),(57.1927452204832,65.5789093089043))"
"Согласие с/о","((56.8815193181551,65.4103097597558),(56.8774309771336,65.4083356539208),(56.8775719618839,65.4155454317528),(56.8806265003866,65.416661230703),(56.8815193181551,65.4103097597558))"
"Созоново","((57.1491062847899,66.2867088885158),(57.145513937346,66.2888761133999),(57.1421545424212,66.2952490420193),(57.1420324232162,66.2986132026762),(57.1413970323656,66.3026640088409),(57.1393329390053,66.3042424888462),(57.1380977815975,66.3086010784954),(57.137027375593,66.3147433371395),(57.1403930706319,66.3181872935146),(57.1445341454527,66.3204832644314),(57.1491062847899,66.2867088885158))"
"Солнечная поляна с/о","((57.2427296495221,65.5164719220576),(57.2472086612366,65.5177188132575),(57.2470734209853,65.5213193671808),(57.2468154715833,65.5210036648336),(57.2366334176345,65.5186416557838),(57.2386924967022,65.5153454755839),(57.2388550892737,65.5155898112837),(57.2427296495221,65.5164719220576))"
"Солнечное с/о","((57.0309201938776,65.8345187758076),(57.0316456039784,65.8249915693867),(57.0315403033893,65.8242620085347),(57.031247800203,65.8229316328633),(57.0307797902639,65.8225453947651),(57.0299841598134,65.8224166487324),(57.0290949055511,65.82198749529),(57.0283928476249,65.8213008497823),(57.0278545941772,65.8210004423725),(57.0296565423197,65.8279956434834),(57.0290481021107,65.8298839186299),(57.0272695272374,65.8330596541036),(57.0265206280432,65.8344329451192),(57.026661047796,65.83494792925),(57.0277609840933,65.834046707021),(57.0293289219037,65.8345187758076),(57.0309669949512,65.8356345747578),(57.0309201938776,65.8345187758076))"
"Солнечный день КП","((57.118212107026,66.0420579878192),(57.1180019983164,66.0448260275227),(57.116016793555,66.0504344688844),(57.1140081339929,66.0565149790327),(57.1158409069955,66.0589826113264),(57.1200431001347,66.0469019419234),(57.1283478259968,66.0332762790534),(57.1257921243138,66.0308944774482),(57.1241342241517,66.0333665826704),(57.1226279763785,66.0359888915973),(57.122480469416,66.0360893525637),(57.118212107026,66.0420579878192))"
"Солнышко с/ о","((56.9739318359475,65.9036532588941),(56.9733927909496,65.9037820049269),(56.9730412356143,65.9039536663039),(56.9726896769702,65.9039536663039),(56.9716584190472,65.9041253276809),(56.9718927983668,65.9070006557449),(56.9729006125686,65.9199181743606),(56.975291132104,65.9190598674758),(56.9739318359475,65.9036532588941))"
"Солнышко с/о","((57.200834354203,65.5749422234585),(57.2032101677911,65.5755430382779),(57.2054926676435,65.5774849576046),(57.2058536622987,65.5729895752956),(57.2071112934173,65.5711227578212),(57.2055392477982,65.5657583397915),(57.2043164991798,65.56189595881),(57.2038623250415,65.5622392815638),(57.2042932083276,65.5638700646449),(57.2040428308283,65.5656510514308),(57.2040486535901,65.5676680726101),(57.2028375012914,65.5676036995937),(57.2024531850241,65.5671960038234),(57.2015797240078,65.5671960038234),(57.2014749072841,65.570006958871),(57.2008692937501,65.5693846863796),(57.2005839531328,65.5700713318874),(57.2001792315439,65.5698031109859),(57.200297154474,65.5704951209118),(57.200064947832,65.5709806007434),(57.2003914197682,65.571545205741),(57.200100434059,65.5721171868135),(57.2003742227403,65.5725962963987),(57.2004849569067,65.5745130700161),(57.200834354203,65.5749422234585))"
"Солобоево с.","((56.4495061558651,65.3773951715478),(56.4484603969565,65.3726744836815),(56.4413769963599,65.3718161767968),(56.439094813158,65.3731894678124),(56.4360516881857,65.3686404413232),(56.4347202440883,65.3717303461083),(56.4311060883645,65.3662371820458),(56.4302024955306,65.3701853937157),(56.4330558731211,65.3753352350243),(56.4337216302875,65.3777384943017),(56.4345775865865,65.3807425683983),(56.4346251391468,65.3835749811181),(56.4339593978671,65.3861499017724),(56.4351957652125,65.3938746637352),(56.4368124923618,65.3999686426171),(56.4389046250138,65.3981661981591),(56.4397604641384,65.3941321558007),(56.4419950639655,65.3934455102929),(56.4427082063544,65.3865790552148),(56.4461786408402,65.38572074833),(56.4495061558651,65.3773951715478))"
"Соловушка","((57.1265121346884,65.2326828267048),(57.1250300089183,65.2332621838519),(57.1268388945695,65.2387338902424),(57.1281692441673,65.2376180912922),(57.1265121346884,65.2326828267048))"
"Соловьиная роща","((57.1867661239363,65.2268915815163),(57.1822219628063,65.2228146238137),(57.1804274472137,65.2347021741677),(57.1803109172019,65.2371483487893),(57.1801011622511,65.2408390683937),(57.18597384905,65.2597218198586),(57.1915427139863,65.2472334546853),(57.1906573441118,65.2441864652443),(57.18949235129,65.242512766819),(57.1880943112122,65.2397232694436),(57.1874418743306,65.2324705762673),(57.185834034064,65.2282219571877),(57.1867661239363,65.2268915815163))"
"Сосенка с/о","((57.2611044155982,65.2907385462527),(57.2602672311387,65.2908243769411),(57.2601276985385,65.2981199854617),(57.2582672131692,65.2984633082156),(57.2584997789988,65.300694906116),(57.2579416185317,65.3027548426394),(57.2581741864247,65.3048147791628),(57.2567322417293,65.3055872553591),(57.2564996646983,65.3079905146364),(57.2561740543787,65.3094496363405),(57.2582672131692,65.3191485041384),(57.2614299821742,65.3192343348269),(57.2611044155982,65.2907385462527))"
"Сосенка-81 с/о","((57.214722625318,65.5031460036724),(57.2159291123549,65.4975718513601),(57.2139193100793,65.4958503951519),(57.2114394000628,65.5061929931134),(57.2139425948111,65.5097549666851),(57.214722625318,65.5031460036724))"
"Сосновая поляна с/о","((57.2871830559907,65.2894575674638),(57.2894138676805,65.3007872183427),(57.2895997625258,65.3030188162431),(57.2822794406818,65.3029329855547),(57.2792346859814,65.3025038321123),(57.2790022515716,65.2927191336259),(57.2795833348338,65.2908308584794),(57.2871830559907,65.2894575674638))"
"Сосновка","((57.6862653269635,65.9423984231604),(57.6858745834344,65.9431065263404),(57.685253982078,65.9435571374548),(57.6853114456147,65.9438360871924),(57.6846398759983,65.944298291002),(57.6841226912548,65.9445343253953),(57.6838123768526,65.944663071428),(57.6835710193625,65.9448776481492),(57.6834905665072,65.9442553756578),(57.6833526469097,65.9439764259202),(57.6830882995419,65.9436331031663),(57.6828699241696,65.9434185264452),(57.6825021310833,65.9431395767076),(57.6819734219581,65.9428606269701),(57.6822377774884,65.9421739814622),(57.6823986886027,65.9414873359544),(57.682479143891,65.9406504867418),(57.6825136246739,65.939427399431),(57.682559599,65.9386334655626),(57.6829503784078,65.9381184814317),(57.6834216067743,65.9377751586778),(57.6832951802553,65.93708851317),(57.6834790732276,65.9368524787767),(57.6834331000723,65.9359512565477),(57.6836629652632,65.9355221031053),(57.6839962671907,65.9353933570726),(57.6862653269635,65.9423984231604))"
"Сочинские с/о","((57.3265815930686,65.6676599931891),(57.3269714566901,65.6553065980631),(57.3141555823591,65.6548774446207),(57.3139698120681,65.6603706086832),(57.3160132334372,65.6727302278239),(57.315409507158,65.674189349528),(57.3157345917754,65.6886947358805),(57.3181391388008,65.6874866240941),(57.3197644118303,65.6893748992407),(57.320545625143,65.6886885118659),(57.3205920594562,65.6884095621283),(57.3202902353124,65.6883344602759),(57.3199419736014,65.6884095621283),(57.3197678414977,65.6880125951941),(57.3196923839953,65.6876209926779),(57.3197678415016,65.6801912737067),(57.3219966698332,65.6802341890509),(57.3218921965442,65.6765005541022),(57.3211957002791,65.6730673265631),(57.3192860717023,65.6723484945471),(57.3187462498186,65.671436543482),(57.3182238339969,65.6684324693854),(57.3220314941934,65.6682822656805),(57.3228672690343,65.6677029085333),(57.3265815930686,65.6676599931891))"
"Спутник с/о","((57.1785221016451,65.4788569023488),(57.1792912302823,65.4816463997243),(57.1830900238787,65.4774406959889),(57.1823442793793,65.4748228599904),(57.1785221016451,65.4788569023488))"
"Средние Тарманы","((57.3688502284654,65.3959812324266),(57.3663923731921,65.3963245551806),(57.3643981427236,65.3769697349291),(57.3609262974593,65.3764611836133),(57.3557774081845,65.3701526280103),(57.3559397715981,65.3676635380445),(57.3601145837968,65.3696376438796),(57.365912143163,65.366118585652),(57.365680258444,65.3604108448683),(57.3649845954593,65.3576835367073),(57.3647063265578,65.3531774255623),(57.364532871467,65.3410873215996),(57.3638603763502,65.3349504273736),(57.3635357190986,65.3182992738091),(57.3651729064446,65.3179513978521),(57.3673062199792,65.3291952180426),(57.3665178360054,65.344945149378),(57.3677931545255,65.3501808213751),(57.3697640137928,65.3646432923834),(57.3688597503843,65.3751575517218),(57.3681177739519,65.3815090226691),(57.3688502284654,65.3959812324266))"
"Станица Криводанова КП","((57.1310274666085,66.2088070919954),(57.1296871422572,66.2128262614787),(57.1252059576819,66.2081484889568),(57.1263729852575,66.2066464519084),(57.1255560698341,66.2056164836467),(57.126046221264,66.2040715312541),(57.1287769457061,66.2061743831218),(57.1310274666085,66.2088070919954))"
"Станичное","((56.3344282147848,65.4186113446112),(56.3338083918011,65.4158218472356),(56.3328105773036,65.4160511284719),(56.3304543570159,65.4207221469585),(56.3312863306689,65.4237984025066),(56.3376974681926,65.4291728740671),(56.3379120014837,65.4304174190501),(56.3399489481843,65.4295322652989),(56.34139220242,65.4290494369328),(56.3435730224373,65.4260668205082),(56.3432989371739,65.4231700347721),(56.347993863614,65.4192647384464),(56.3476006559994,65.4162821220219),(56.3449791678822,65.4159602569401),(56.3444905978251,65.4142221854984),(56.3410306992784,65.4161154687347),(56.3403877257844,65.4172041348351),(56.3401623863528,65.4194380393155),(56.3377440470264,65.4218805261323),(56.3344282147848,65.4186113446112))"
"Степное с/о","((57.2274037966728,65.5528115766934),(57.2270371944919,65.5525111692837),(57.2261468597018,65.5526399153164),(57.2230043291271,65.5648493307523),(57.2215028029728,65.5704497831753),(57.2212350825492,65.5715655821255),(57.2215028029457,65.5719089048794),(57.2224456288725,65.5705999868802),(57.223382610913,65.5700420874051),(57.2286080061023,65.5702928226371),(57.2268102484656,65.5669521826199),(57.2274037966728,65.5528115766934))"
"Стрела","((57.1364506943423,65.5283342466514),(57.1363690259283,65.5272533164184),(57.1367656993605,65.5267302856605),(57.1384340143794,65.5184315309685),(57.1385273444542,65.5195848808449),(57.1397639457132,65.5204378233117),(57.1418754048238,65.5220203266304),(57.1447915858688,65.5239515171212),(57.1428552673795,65.5333714351814),(57.1384690132052,65.5446152553719),(57.1364506943423,65.5283342466514))"
"Строителей пос.","((57.1129544377439,65.6450769813647),(57.1105961463849,65.6500122459521),(57.1091384946812,65.6533809599428),(57.1108664347221,65.6559558805971),(57.1118704708253,65.6587453779726),(57.1125008981383,65.660805314496),(57.1135982829551,65.65973243089),(57.1138317648759,65.6593032774477),(57.1134815414407,65.6575866636782),(57.1157696078024,65.6609340605287),(57.1188653684716,65.6537718373519),(57.1129544377439,65.6450769813647))"
"Строитель с/о","((57.2426947641275,65.6310799278109),(57.2457130189516,65.6332859350993),(57.2445032391898,65.6386932684734),(57.2392296739118,65.6360473250634),(57.2390842441151,65.6358756636864),(57.2398986435308,65.635253391195),(57.239840472744,65.6347813224084),(57.2409139896228,65.6332036204353),(57.2413671609006,65.6338705134072),(57.2426947641275,65.6310799278109))"
"Стройтранссервис с/о","((57.316847107378,65.3892250250691),(57.3116455653254,65.3885383795613),(57.3110882134181,65.4045887183064),(57.3166149114269,65.4051895331257),(57.316847107378,65.3892250250691))"
"Субботина","((57.1121774875477,65.8453824706851),(57.1124175453651,65.8399885483561),(57.1127509969551,65.8347233720599),(57.1128006131194,65.8337470479785),(57.1130165886256,65.829691547948),(57.1130282629446,65.8292623945056),(57.1132150514848,65.8254000135242),(57.1170907003576,65.8252712674915),(57.1176510014314,65.8253141828357),(57.1195352201383,65.825286824524),(57.118684034264,65.8310111947833),(57.1164165767989,65.8356943317233),(57.1155863081736,65.8356970139323),(57.1149610408162,65.8394105323134),(57.1134718841837,65.8456989713488),(57.1121774875477,65.8453824706851))"
"Сугат д.","((57.0958495929325,63.7325773484552),(57.0956743962965,63.7351308114373),(57.0947049599276,63.7357316262567),(57.095293356182,63.7382196540019),(57.0950480769672,63.7412881011149),(57.093354437986,63.7421249503276),(57.0925124712373,63.7442826461622),(57.0916831249088,63.7446688842603),(57.0910757045148,63.7491964530775),(57.0902346443994,63.7494539451429),(57.0881321945779,63.7518102659178),(57.086963957257,63.7371975912047),(57.0868120836914,63.733828736682),(57.0881088301935,63.7335283292723),(57.088564433022,63.7306100858641),(57.0892770313051,63.7303096784544),(57.0894818243626,63.7263111840918),(57.0906733448264,63.7264613877967),(57.0907667957861,63.7337569963171),(57.0958495929325,63.7325773484552))"
"Судостроитель с/о","((57.1820300024881,65.4791366879),(57.1806666376279,65.480574351932),(57.1818319098739,65.4847585979952),(57.1824261845179,65.4835998837008),(57.183078710329,65.4828274075045),(57.1820300024881,65.4791366879))"
"Торгили","((57.2823440397911,66.036967981095),(57.284273024952,66.0376975419471),(57.2845983859377,66.0444781663368),(57.2860392355941,66.043619859452),(57.287340599513,66.0443923356483),(57.2883165921346,66.0538337113807),(57.2866899233284,66.0609576585243),(57.284412465728,66.063790071244),(57.2830645160101,66.0631892564247),(57.2827391414116,66.0613868119667),(57.2823207983991,66.0614726426551),(57.2806008936417,66.0594127061317),(57.2804149531598,66.0543486955116),(57.2792063170436,66.0542628648231),(57.2791133433845,66.0468814256141),(57.2792063170436,66.0443923356483),(57.2791133433845,66.0387275102088),(57.280414953152,66.0369250657509),(57.2823440397911,66.036967981095))"
"Суерка с.","((56.2379011387887,66.0037040328047),(56.237566541991,66.0043906783125),(56.239956454718,66.0112571333907),(56.2393350918199,66.0134887312911),(56.2392872942541,66.0146045302413),(56.2397652672169,66.0152911757491),(56.2404822154302,66.0152911757491),(56.2401954377621,66.0173511122725),(56.2404822154302,66.0185527419112),(56.2418682770874,66.0189818953535),(56.2423462177122,66.0206985091231),(56.2423462177122,66.0214709853194),(56.2422506300677,66.0241317366622),(56.2433976659882,66.0256766890547),(56.2441623374352,66.0274791335127),(56.2452615257774,66.0268783186934),(56.2465518368813,66.0280799483321),(56.2473642325837,66.0291099165938),(56.2476031692021,66.0305690382979),(56.2487978298348,66.0297965621016),(56.2497057468745,66.0305690382979),(56.2505658588768,66.0325431441328),(56.251999335749,66.0339164351485),(56.2529549570531,66.0342597579024),(56.2533371988674,66.0340880965254),(56.2537672163272,66.0340022658369),(56.2543405653945,66.0342597579024),(56.2545316798339,66.0350322340987),(56.2545316798339,66.0364055251143),(56.2543405653945,66.0372638319991),(56.2532894188502,66.0378646468184),(56.2527638347087,66.0380363081953),(56.2520471173831,66.0381221388838),(56.2518082086067,66.039066276457),(56.2520948989574,66.0411262129805),(56.253050517866,66.0424995039961),(56.2558216772379,66.0421561812422),(56.25634721922,66.0420703505537),(56.2566338754288,66.0432719801924),(56.2560605608553,66.0475635146163),(56.2559172308645,66.0508250807784),(56.2562516666713,66.0514258955977),(56.2573982814462,66.0508250807784),(56.2583059936807,66.0455035780928),(56.2596914075185,66.0535716628096),(56.2616977796565,66.052026710417),(56.2614111615324,66.0508250807784),(56.2611723114489,66.0498809432051),(56.2618888572083,66.0477351759932),(56.2622232406186,66.0473060225508),(56.2616022405213,66.0455894087813),(56.2610767709964,66.0443019484541),(56.2612200815854,66.043014488127),(56.2622710094377,66.0424995039961),(56.2629397666179,66.0436153029463),(56.2640384136501,66.0424995039961),(56.2642294794658,66.039237937834),(56.2628919986371,66.0377788161299),(56.2627964624958,66.0358905409834),(56.2625576210949,66.028251609709),(56.2618888572083,66.026277503874),(56.2588792744801,66.0217284773848),(56.2569683049477,66.0188960646651),(56.2494696364094,66.0167088978985),(56.2455032888354,66.0109582417705),(56.2446430626298,66.0086408131817),(56.2440217760792,66.0077825062969),(56.2429225520009,66.0081258290508),(56.2414887338465,66.0083833211163),(56.2379011387887,66.0037040328047))"
"Сундукуль оз.","((57.3529921483295,65.700038461416),(57.352821073044,65.7013742015054),(57.3520613731058,65.7026723906686),(57.3520961688619,65.703637985914),(57.3533719906223,65.7071999594858),(57.3539982868191,65.7130793616464),(57.3544390073347,65.7143239066293),(57.3549261133199,65.7151392981698),(57.3558191240942,65.7157615706613),(57.3568976664842,65.7157830283334),(57.3554132128255,65.7125214621713),(57.3552276518802,65.709946541517),(57.3568280840496,65.7062987372567),(57.3566773216838,65.7055477187325),(57.3562946144466,65.7048825308969),(57.3554132128255,65.7044533774545),(57.3544969964919,65.7019642874887),(57.3535807572066,65.6997326895883),(57.3529921483295,65.700038461416))"
"Сундукуль с/о","((57.3471708775782,65.7261721036351),(57.3454076131839,65.7272879025853),(57.3447347661973,65.7268158337986),(57.3441663168588,65.7272664449132),(57.3436964694118,65.726890935651),(57.3431367050088,65.7270465037739),(57.3429032256068,65.7333040974057),(57.3437842037277,65.7401665291703),(57.343969460211,65.7426106921351),(57.3432384892206,65.743886920712),(57.3431571887616,65.7451631492889),(57.3430873989324,65.7477156064427),(57.3466372670488,65.747415199033),(57.3466604676798,65.7436815640843),(57.345941241634,65.7416645429051),(57.3453148074399,65.7406774899876),(57.3454540159636,65.7383600613988),(57.3455468213583,65.7364717862523),(57.3457324314255,65.73462642645),(57.3453612103414,65.7329527280247),(57.3472636786126,65.7297769925511),(57.3471708775782,65.7261721036351))"
"Суходольное с/о","((57.0870631743862,65.5802173490897),(57.0872033644466,65.5823309297934),(57.0874253309421,65.5880601282492),(57.0874895841448,65.5929202909842),(57.0856524823618,65.5948353882207),(57.0860190338032,65.597037481822),(57.0853611370737,65.5973231370821),(57.0840040511434,65.599611731924),(57.0835946701886,65.5994972351267),(57.0830450794025,65.6000264684929),(57.0816542249452,65.5993969875648),(57.0811690977074,65.59897495874),(57.0801086099305,65.5969614998697),(57.0794220117954,65.593789326705),(57.0798543521557,65.5921370859518),(57.0772637008331,65.5819674211448),(57.0784054077389,65.5804855699911),(57.0788027046171,65.5816657419577),(57.0796163647376,65.581016479738),(57.0820658181579,65.5805388788952),(57.082991954598,65.5793261851444),(57.0830215292398,65.5745833690538),(57.0852771649409,65.5729941602124),(57.0853954560484,65.5708457107915),(57.0875479960419,65.5698103781118),(57.0876005666993,65.5715162630453),(57.0874837429408,65.576687562026),(57.0870631743862,65.5802173490897))"
"Суходольский","((57.0922299597301,65.5966844661993),(57.1009496233997,65.6080263968109),(57.0982409286239,65.6150377388484),(57.0960288113104,65.612201807219),(57.0931274119919,65.6150307010292),(57.0938421580556,65.6178560759298),(57.0938349493046,65.6187003071764),(57.0958528636126,65.6212899918984),(57.0930558243437,65.6285722132101),(57.0903808629279,65.6251389856711),(57.0909766134629,65.6237442369833),(57.0904743146277,65.6229717607871),(57.0906261731355,65.6210405702963),(57.0910817449089,65.6198282118216),(57.0910116573127,65.6191522951498),(57.0879393534872,65.6080586786643),(57.0922299597301,65.5966844661993))"
"Тавда ","((58.0566985480279,65.2821338118596),(58.054961757158,65.2935422526283),(58.0508587303823,65.3001441748423),(58.0692793195015,65.3199246281368),(58.0704123924922,65.3273454622907),(58.0608812117332,65.3268501756322),(58.0582984863951,65.3205943841097),(58.0484351153765,65.315025238095),(58.0418007933672,65.3462774574366),(58.034386111718,65.3536638210137),(58.0278805737462,65.3356443008018),(58.0204603935182,65.313888683457),(58.0236723496214,65.3021525678998),(58.029980265964,65.2983128756826),(58.0346293348588,65.2829541068134),(58.030633293995,65.2797023893876),(58.0342597911037,65.2565140219015),(58.0369754873899,65.2309223951382),(58.0424972891279,65.2332974912209),(58.044013301088,65.230522745995),(58.04825644018,65.2310967387242),(58.0485721487678,65.2093601168676),(58.0567568409503,65.2117204608006),(58.0571151270749,65.2003478945775),(58.0595661623915,65.19429683104),(58.0611925102729,65.2058839739843),(58.0642744062234,65.208888048081),(58.0666169234506,65.2179861010596),(58.0693231348334,65.219874376206),(58.0734161725995,65.2191877306982),(58.0775087393885,65.2257108630224),(58.078963760741,65.2228784503026),(58.0838740183255,65.227255815415),(58.0904199736439,65.2225351275487),(58.0920676370541,65.2297717274709),(58.0988904231175,65.2359649480863),(58.1006228954508,65.2473080100103),(58.0947264638294,65.2540296258016),(58.0913233571647,65.2512106241269),(58.0902125898757,65.2443937899155),(58.0867380220712,65.2379202784581),(58.0816008352197,65.2423191012425),(58.0811461811735,65.2586698473974),(58.0786454799089,65.2647638262792),(58.0737799753852,65.2722310961767),(58.0683680248952,65.2755784930273),(58.0670262795555,65.2816295565648),(58.0643198934549,65.2871656359716),(58.0613150220157,65.2827850296405),(58.0566985480279,65.2821338118596))"
"Талица","((57.017385740862,63.7112231400175),(57.0217863921905,63.6741442825956),(57.0203351713489,63.6724276688261),(57.0162620865056,63.6789508011504),(57.0144828973761,63.6871905472441),(57.0117671281413,63.6931986954375),(57.0103623417953,63.691310420291),(57.0064286566177,63.6953444626494),(57.0063818245048,63.699260487811),(57.0036420435546,63.7017334845228),(57.0042743186857,63.7052364494962),(57.0021666929859,63.7067492153806),(57.0007381229638,63.7083639052076),(57.0009957380341,63.7144417908354),(57.0008083817986,63.7183578159971),(56.9961241682679,63.7267370369597),(57.0003399870925,63.7270481732054),(57.0015578010478,63.7417788651152),(57.0024811978769,63.7462125566168),(57.0062146187948,63.7458397295637),(57.0071245453948,63.7581403401061),(57.0123158583443,63.7590522911711),(57.0150985269446,63.759937420146),(57.0176937156657,63.7567026760741),(57.0236325203597,63.7632794525786),(57.0225895131246,63.756691947238),(57.0226699705564,63.7497611191435),(57.0209320513099,63.7450404312773),(57.0215757346196,63.7397189285917),(57.0195978357352,63.7302775528593),(57.0187434443863,63.7211794998808),(57.0153256818414,63.7149996903105),(57.015793887129,63.713454737918),(57.0159811675898,63.7125964310332),(57.017385740862,63.7112231400175))"
"Тангачи ","((57.341624314253,66.0140729364798),(57.3422330465425,66.0187912774131),(57.3431666097378,66.0211063590691),(57.339967198632,66.0270704184518),(57.33630098736,66.0261314986132),(57.3349086998637,66.023687932859),(57.336208498464,66.0188411078275),(57.3382977704612,66.018508220543),(57.3393201762334,66.0166408163355),(57.3389706452164,66.0135415238188),(57.3402208196091,66.0060554784582),(57.3403542463734,66.0024988693044),(57.3390431623064,65.9979605716513),(57.3393912423126,65.9958362621115),(57.3424542034966,65.995750431423),(57.3448208614911,66.002230648403),(57.3419901349535,66.0070371669577),(57.3416652834703,66.0119295162009),(57.341624314253,66.0140729364798))"
"Тараскуль п.","((57.0128450490321,65.4079629183935),(57.0122691036176,65.407011536346),(57.0115526727453,65.4030560802019),(57.0110997496238,65.401709741752),(57.0099056631201,65.4035551015543),(57.0089456833103,65.4041988317179),(57.0083837323669,65.4019672338175),(57.0047542605587,65.3972894612955),(57.0012393238857,65.4039276887276),(57.0012650051219,65.4083054814424),(57.0042859715642,65.4141419682588),(57.0072469730887,65.4174448099452),(57.0110456649423,65.4094235139276),(57.0128450490321,65.4079629183935))"
"Тарманы","((57.1867616217869,65.6189645198681),(57.1860027570283,65.6188078656175),(57.1855600080867,65.6187220349289),(57.1850939508304,65.6188078656174),(57.1843657245488,65.6195159687973),(57.1840016060003,65.6191511883713),(57.1836607877823,65.6191297306992),(57.1832646190272,65.6194945111253),(57.1826697148747,65.6178758719981),(57.1819744777023,65.6187576829208),(57.1807421037077,65.6155897328433),(57.1801761331046,65.6159427634962),(57.1797495994855,65.6158785087336),(57.1798486515412,65.6141833526363),(57.1802619996912,65.6090569412595),(57.1798891006787,65.6088638222105),(57.1797201295623,65.6086063301451),(57.1796210771724,65.608241549719),(57.1797033490069,65.6079186768403),(57.1799720711755,65.6073812272405),(57.18002008219,65.6067783968275),(57.1804060313812,65.606647635201),(57.1805589184412,65.6050148365263),(57.1837696812919,65.6056198511399),(57.1858915611246,65.6059335974813),(57.1874191341961,65.6063331745112),(57.1891226882769,65.6067460904729),(57.1895698548383,65.6077472496855),(57.1899121663049,65.608726951226),(57.1904892026244,65.6100690192744),(57.1915034546692,65.6128361199901),(57.1923553238735,65.6152822751557),(57.1910955120149,65.6170053581933),(57.1896377962737,65.6189977662064),(57.1888259789424,65.6199856796767),(57.1884706423399,65.6206723251844),(57.1877308322146,65.6195565262343),(57.1872492203422,65.6190560228104),(57.1867616217869,65.6189645198681))"
"Текстильщик с/о ","((57.244390466099,65.4799578659479),(57.2487292161744,65.4802797310296),(57.2481941701471,65.4940770142023),(57.246554089194,65.4941092007104),(57.2465657212298,65.4921511881295),(57.2439865302311,65.492029379077),(57.244390466099,65.4799578659479))"
"Теремки","((57.1228341960887,66.0254282919269),(57.1195310955362,66.0248274771076),(57.1187548823408,66.0333890882832),(57.1182121070336,66.0419506994587),(57.1226124424152,66.0358352629047),(57.1228341960887,66.0254282919269))"
"Топаз с/о ","((57.1336113161763,65.3713725537826),(57.1356035393571,65.3697578639557),(57.1354226977799,65.3689317435792),(57.1386310457862,65.366549941974),(57.1392901808844,65.3697471351197),(57.1394826694441,65.3696398467591),(57.1409408834679,65.3758196563294),(57.1345884815589,65.3820852965882),(57.1314089530121,65.3792528838685),(57.1333925442733,65.3751544684937),(57.1336113161763,65.3713725537826))"
"Тополек с/о ","((57.2517496863119,65.6012014797501),(57.2504470591412,65.5972103527359),(57.2550990868009,65.597596590834),(57.2550525694427,65.6060079983048),(57.2524475032893,65.6057505062393),(57.2523312013777,65.6085829189591),(57.2499353001025,65.6083254268937),(57.2517496863119,65.6012014797501))"
